datetime,count
2011-01-20 00:00:00,32.32503311919601
2011-01-20 01:00:00,36.88949804772943
2011-01-20 02:00:00,14.190875563928728
2011-01-20 03:00:00,23.3526054588163
2011-01-20 04:00:00,8.10917850499888
2011-01-20 05:00:00,0.0
2011-01-20 06:00:00,25.191558741822888
2011-01-20 07:00:00,110.89069148192938
2011-01-20 08:00:00,156.07493107052176
2011-01-20 09:00:00,131.89682886812756
2011-01-20 10:00:00,91.08279701995566
2011-01-20 11:00:00,132.85167567276756
2011-01-20 12:00:00,180.41297501196894
2011-01-20 13:00:00,142.1017421483408
2011-01-20 14:00:00,141.61493433505436
2011-01-20 15:00:00,158.71903988440252
2011-01-20 16:00:00,149.92436878344216
2011-01-20 17:00:00,239.87072473889705
2011-01-20 18:00:00,200.9301938032499
2011-01-20 19:00:00,134.04693277129803
2011-01-20 20:00:00,93.80717809215577
2011-01-20 21:00:00,64.52168644232275
2011-01-20 22:00:00,68.26005382878274
2011-01-20 23:00:00,39.41146809231401
2011-01-21 00:00:00,4.328791895983443
2011-01-21 01:00:00,5.262297848054118
2011-01-21 02:00:00,0.0
2011-01-21 03:00:00,0.0
2011-01-21 04:00:00,0.0
2011-01-21 05:00:00,0.0
2011-01-21 06:00:00,37.67817960242857
2011-01-21 07:00:00,112.58784990749713
2011-01-21 08:00:00,168.25177351494048
2011-01-21 09:00:00,103.61460025330776
2011-01-21 10:00:00,70.97487141499944
2011-01-21 11:00:00,103.62268120586484
2011-01-21 12:00:00,169.07596394323116
2011-01-21 13:00:00,154.2656932987018
2011-01-21 14:00:00,138.37871434990106
2011-01-21 15:00:00,128.51027867943748
2011-01-21 16:00:00,138.18718009975416
2011-01-21 17:00:00,212.33119987744863
2011-01-21 18:00:00,197.69836423774382
2011-01-21 19:00:00,145.61382728097246
2011-01-21 20:00:00,86.49527111022434
2011-01-21 21:00:00,45.25455729693533
2011-01-21 22:00:00,45.93442990166474
2011-01-21 23:00:00,25.34887008573901
